IUPAC (LiGA),total,IUPAC (CFG),Average RFU,StDev
,,"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",41.0294,13.740384748615998
Neu5Ac(a2-3)[GalNAc(b1-4)]Gal(b1-4)GlcNAc(b1-Sp,1.6491485609999998,,,
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp,1.259770115,Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,0.554150000000007,5.8263850367673555
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp,1.3728951930000002,Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,13.428224999999998,8.002586409561598
Neu5Ac(a2-3)[Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)]Gal(b1-4)Glc(b1-Sp,0.8461298859999999,,,
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp,1.6645161290000001,Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,-1.8925,7.754559097717934
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp,0.758697515,,,
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)[GalNAc(b1-4)]Gal(b1-4)Glc(b1-Sp,0.943727455,,,
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)[GalNAc(b1-4)]Gal(b1-4)Glc(b1-Sp,1.3638814019999999,,,
KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp,1.112440584,KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,12.347675,8.537015003061667
Man(a1-6)[Man(a1-3)]Man(a1-S6,5.104134517,Man(a1-6)[Man(a1-3)]Man(a1-Sp9,25.193099999999994,17.655322704876653
Man(a1-S6,1.996655754,Man(a1-Sp8,24.348700000000008,13.386646617182846
Man(b1-S0,1.010303549,Man(b1-Sp8,18.100075,9.328654451518359
Man(b1-S0,1.010303549,,,
Man(b1-S0,1.010303549,,,
Galf(b1-S8,0.273634563,,,
Galf(b1-5)Galf(b1-S8,1.255555556,,,
Galf(b1-5)Galf(b1-5)Galf(b1-S8,2.3120588890000002,,,
Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-S8,1.515844832,,,
Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-S8,1.515844832,,,
Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-S8,1.515844832,,0.0,0.0
